,title,moreInfo,systems,genres,playModes,themes,series,playerPerspectives,imageLink,memberRating,gameDescription
2936,WARTILE,https://www.igdb.com/games/wartile,Eighth Generation,Adventure - Indie - Role-playing (RPG) - Strategy,Multiplayer - Single player,Historical,,,https://images.igdb.com/igdb/image/upload/t_cover_big/co24f0.jpg,60,"Wartile is a medieval fantasy themed strategy game that invites the player to select a band of miniature figurines and embark on a campaign or a multiplayer match, set on gorgeous diorama Battle Boards. Figurines, their special abilities and your hand of godly and tactical cards are the tools to rule the board. Wartile captures the tabletop feeling, while adding its own digital style, magic and humor. Tactics weigh heavily in Wartile, where a unique cooldown system adds the flavor of turn based games and gives you the time to outsmart, trap or even use Godly powers on your enemy."
2937,Wasteland 3,https://www.igdb.com/games/wasteland-3,Eighth Generation,Adventure - Role-playing (RPG) - Strategy - Turn-based strategy (TBS),Co-operative - Multiplayer - Single player,Action - Science fiction - Survival,Wasteland,Bird view / Isometric,https://images.igdb.com/igdb/image/upload/t_cover_big/co2620.jpg,87,"From the creators of Wasteland 2 and Torment: Tides of Numenera comes Wasteland 3! Following the critically acclaimed releases of 2014's Wasteland 2 and 2015's Wasteland 2: Director's Cut, fans have been clamoring for a direct sequel. Now we can bring it to you, with your help!You start the game as the sole survivor of Team November, a Ranger squad dispatched to the icy Colorado wastes. This is a land of buried secrets, lost technology, fearsome lunatics, and deadly factions. No one here has ever heard of the Desert Rangers. Your reputation is yours to build from scratch, and your choices may save this land or doom it. With a renewed focus on macro-reactivity, you’ll be picking between warring factions, deciding whether locations are destroyed or saved, and making other far reaching decisions that have a marked impact on the shape of your world.- A party-based role-playing game, with a renewed focus on our trademark complex story reactivity and strategic combat.- By including vehicles, environmental dangers, and a revamped, more fluid action system, we are evolving on Wasteland 2's deep tactical turn-based combat and unique encounter design.- Play by yourself or with a friend in story-driven synchronous or asynchronous multiplayer. Choices open up (or close off) mission opportunities, areas to explore, story arcs, and lots of other content.- Your Ranger Base is a core part of the experience. As you help the local people and establish a reputation in Colorado, quests and narrative will force you to make decisions on how to lead.- The game will be set in the savage lands of frozen Colorado, where survival is difficult and a happy outcome is never guaranteed. Players will face difficult moral choices and make sacrifices that will change the game world.- Wasteland 3 will feature a deep and engaging story utilizing a newly-revamped dialog tree system from the celebrated writers of Torment: Tides of Numenera.- Simultaneously releasing to Windows, Mac, Linux, PlayStation 4 and Xbox One."
2938,Wattam,https://www.igdb.com/games/wattam,Eighth Generation,Adventure - Indie,Co-operative - Multiplayer - Single player,,,Third person,https://images.igdb.com/igdb/image/upload/t_cover_big/co2600.jpg,77,"From the creator behind Noby Noby Boy and Katamari Damacy comes Wattam - Long ago, a huge explosion blasted the world of Wattam across the galaxy. Help the Mayor build stacks and chains with characters like Sushi, Flower, Cloud & Poop to create joyful, colorful explosions that will guide the diaspora of Wattam back home."
2939,Wave Race: Blue Storm,https://www.igdb.com/games/wave-race-blue-storm,Sixth Generation,Racing - Sport,Single player - Split screen,Action,Wave Race,Third person,https://images.igdb.com/igdb/image/upload/t_cover_big/co1pet.jpg,80,"Racing atop a bed of dynamically changing waves, gamers must navigate their way through eight different environments under random weather conditions, including the powerful and visually impressive Storm setting, in the sequel to the N64 hit Wave Race. Features tutorial stunt, and time trial challenges, but the biggest single-player attraction is the Championship mode, which offers shortcut-laden Normal, Hard, and Expert circuits, and sends you and seven other racers around eight different course environments loaded with buoys. The difficulty ramps up quickly due to buoy placement and is particularly demanding in the last races of Expert mode where the CPU opponents get downright malicious."
2940,Way of the Passive Fist,https://www.igdb.com/games/way-of-the-passive-fist,Eighth Generation,Arcade - Fighting - Hack and slash/Beat 'em up - Indie,Single player,Action,,Side view,https://images.igdb.com/igdb/image/upload/t_cover_big/co1z4o.jpg,70,"Way of the Passive Fist is a unique and colorful arcade brawler. Parry, Dodge and Dash to outwit and outlast your enemies on a desolate planet ruled by raiders, mutants and fanatical sun worshipers. It's a new kind of tactical fighting in the licensed arcade brawler for the 90s cartoon you wish existed."
2941,Way of the Samurai,https://www.igdb.com/games/way-of-the-samurai,Fifth Generation,Adventure - Fighting - Role-playing (RPG),Multiplayer - Single player,Action - Fantasy - Historical - Sandbox,Way of the Samurai,Third person,https://images.igdb.com/igdb/image/upload/t_cover_big/co1onx.jpg,70,"In 1878, the collapse of the Tokugawa Shogun Age and the rise of the Meiji Restoration Era brought an end to the Age of Samurai. Way of the Samurai puts you in the role of a wandering samurai who is drawn into a conflict between the Kurofu family and the Akadama Clan over an iron foundry. As you meet with both sides of the dispute, you can use deception, betrayal, or combat to shape the outcome of the conflict. Pick up dozens of different swords, each representing a different fighting style."
2942,Way of the Samurai 4,https://www.igdb.com/games/way-of-the-samurai-4,Seventh Generation,Adventure - Role-playing (RPG),Single player,Action - Sandbox,Way of the Samurai,Third person,https://images.igdb.com/igdb/image/upload/t_cover_big/co2er7.jpg,60,"Way of the Samurai 4 takes place in the humble port town of Amihama during the mid 19th Century, several years after the arrival of the “black ships” from the West ended Japan’s long history of cultural isolation."
2943,We Ski,https://www.igdb.com/games/we-ski,Seventh Generation,Sport,Single player - Split screen,,We Ski,Third person,https://images.igdb.com/igdb/image/upload/t_cover_big/co2hsc.jpg,64,"Players stand on the Wii Balance Board, and by distributing their weight and using the Wii Remote and Nunchuk as virtual ski poles, simulate the sport of skiing as accurately as possible. The game can also be played without the Balance Board.The game features 14 different courses, which can be skied during both the day and night. Besides racing, the game also features different modes such as a Ski School, Centipede Races, and Search and Rescue in addition to a Freestyle mode in which up to 4 players may ski and go wherever they want on the slopes.The game makes use of the player's own Miis, in addition to customizable characters created in-game as avatars, and players can earn rewards such as character apparel and upgraded ski equipment by completing various goals. The WiiConnect24 service will make possible the sharing of in-game photos taken by players during their game. You can also perform ""air tricks"" on marked jumps."
2944,We Ski,https://www.igdb.com/games/we-ski,Seventh Generation,Sport,Single player - Split screen,,We Ski,Third person,https://images.igdb.com/igdb/image/upload/t_cover_big/co2hsc.jpg,64,"Players stand on the Wii Balance Board, and by distributing their weight and using the Wii Remote and Nunchuk as virtual ski poles, simulate the sport of skiing as accurately as possible. The game can also be played without the Balance Board.The game features 14 different courses, which can be skied during both the day and night. Besides racing, the game also features different modes such as a Ski School, Centipede Races, and Search and Rescue in addition to a Freestyle mode in which up to 4 players may ski and go wherever they want on the slopes.The game makes use of the player's own Miis, in addition to customizable characters created in-game as avatars, and players can earn rewards such as character apparel and upgraded ski equipment by completing various goals. The WiiConnect24 service will make possible the sharing of in-game photos taken by players during their game. You can also perform ""air tricks"" on marked jumps."
2945,We. The Revolution,https://www.igdb.com/games/we-the-revolution,Eighth Generation,Adventure - Indie - Role-playing (RPG) - Simulator - Strategy,Single player,,,,https://images.igdb.com/igdb/image/upload/t_cover_big/co24aq.jpg,74,"Paris, the times of the French Revolution. The Player controls a Judge – an alcoholic and a gambler - of The Revolutionary Tribunal. His objective is to preside over court proceedings, judging people brought in front of him – revolutionaries and their enemies, criminals and ordinary citizens. Along the course of the story, the protagonist will be expanding his influence over XVIIIth-century Paris, but at the same time will be forced to fight for the lives of his family and his own."
2946,Sword Coast Legends,https://www.igdb.com/games/sword-coast-legends,Eighth Generation,Adventure - Role-playing (RPG),Co-operative - Multiplayer - Single player,Fantasy,Dungeons & Dragons,Bird view / Isometric,https://images.igdb.com/igdb/image/upload/t_cover_big/co2fag.jpg,63,"Set in the lush and vibrant world of the Forgotten Realms, Sword Coast Legends offers an all-new way to enjoy the time-tested magic of playing Dungeons & Dragons as a shared storytelling experience. With a deep narrative developed by a team of long-time industry veterans and a partnership with Wizards of the Coast, the single player campaign of Sword Coast Legends brings the world of Faerûn home like never before.Sword Coast Legends also brings the roleplaying dynamic between players and Dungeon Masters to life with DM Mode, a first-of-its-kind real-time experience in which Dungeon Masters guide players through unique customizable adventures. In DM Mode, the Dungeon Master engages players and empowers them to have fun in a way that suits the party best while creating a tailored, non-adversarial 4 with 1 experience that any RPG or pen-and-paper fan will enjoy.As of 25 July 2018, multiplayer servers for the game were taken offline and all stored player data deleted. Players owning the game on Steam will still have access to any offline content including the single player campaign."
